 0.0  -10.1024  -9.9481
 50.0  -9.8301  -9.9481
 100.0  -10.0803  -9.9481
 150.0  -9.9918  -9.9481
 200.0  -10.4277  -9.9481
 250.0  -10.4965  -9.9481
 300.0  -10.3711  -9.9481
 350.0  -10.3639  -9.9481
 400.0  -10.0330  -9.9481
 450.0  -9.8050  -9.9481
 500.0  -10.1773  -9.9481
 550.0  -10.3588  -9.9481
 600.0  -10.5048  -9.9481
 650.0  -10.4885  -9.9481
 700.0  -10.4021  -9.9481
 750.0  -10.0002  -9.9481
 800.0  -10.3581  -9.9481
 850.0  -10.5261  -9.9481
 900.0  -10.4686  -9.9481
 950.0  -10.3103  -9.9481
 1000.0  -10.2412  -9.9481
 1050.0  -10.8664  -9.9481
 1100.0  -10.0519  -9.9481
 1150.0  -10.1637  -9.9481
 1200.0  -10.1642  -9.9481
 1250.0  -10.3962  -9.9481
 1300.0  -10.2487  -9.9481
 1350.0  -9.7849  -9.9481
 1400.0  -9.9869  -9.9481
 1450.0  -10.2068  -9.9481
 1500.0  -10.5019  -9.9481
 1550.0  -10.1908  -9.9481
 1600.0  -10.3777  -9.9481
 1650.0  -9.9282  -9.9481
 1700.0  -10.1496  -9.9481
 1750.0  -10.3805  -9.9481
 1800.0  -9.9807  -9.9481
 1850.0  -10.2120  -9.9481
 1900.0  -10.4022  -9.9481
 1950.0  -10.4649  -9.9481
 2000.0  -10.3312  -9.9481
 2050.0  -10.5915  -9.9481
 2100.0  -10.4596  -9.9481
 2150.0  -9.9718  -9.9481
 2200.0  -10.2708  -9.9481
 2250.0  -10.0838  -9.9481
 2300.0  -10.3519  -9.9481
 2350.0  -10.4798  -9.9481
 2400.0  -10.5322  -9.9481
 2450.0  -10.2005  -9.9481
 2500.0  -9.7836  -9.9481
 2550.0  -9.9282  -9.9481
 2600.0  -10.2419  -9.9481
 2650.0  -10.2921  -9.9481
 2700.0  -10.3317  -9.9481
 2750.0  -10.2834  -9.9481
 2800.0  -10.3954  -9.9481
 2850.0  -10.5168  -9.9481
 2900.0  -10.2796  -9.9481
 2950.0  -10.7030  -9.9481
 3000.0  -10.1058  -9.9481
 3050.0  -10.4221  -9.9481
 3100.0  -10.4855  -9.9481
 3150.0  -10.3553  -9.9481
 3200.0  -10.3338  -9.9481
 3250.0  -10.6230  -9.9481
 3300.0  -10.5208  -9.9481
 3350.0  -10.2595  -9.9481
 3400.0  -10.2857  -9.9481
 3450.0  -10.4345  -9.9481
 3500.0  -10.4874  -9.9481
 3550.0  -10.3038  -9.9481
 3600.0  -10.2109  -9.9481
 3650.0  -10.6704  -9.9481
 3700.0  -10.4158  -9.9481
 3750.0  -10.6145  -9.9481
 3800.0  -10.2725  -9.9481
 3850.0  -10.1083  -9.9481
 3900.0  -10.2460  -9.9481
 3950.0  -10.2701  -9.9481
 4000.0  -10.3481  -9.9481
 4050.0  -10.4091  -9.9481
 4100.0  -10.6558  -9.9481
 4150.0  -9.9354  -9.9481
 4200.0  -10.7493  -9.9481
 4250.0  -10.0824  -9.9481
 4300.0  -10.6687  -9.9481
 4350.0  -10.1247  -9.9481
 4400.0  -10.3495  -9.9481
 4450.0  -10.5613  -9.9481
 4500.0  -10.2234  -9.9481
 4550.0  -10.5301  -9.9481
 4600.0  -10.2934  -9.9481
 4650.0  -10.1619  -9.9481
 4700.0  -11.0704  -9.9481
 4750.0  -10.6483  -9.9481
 4800.0  -10.4397  -9.9481
 4850.0  -10.1328  -9.9481
 4900.0  -10.5208  -9.9481
 4950.0  -10.6632  -10.4076
 5000.0  -10.5290  -10.4076
 5050.0  -10.1707  -10.4076
 5100.0  -10.3178  -10.4076
 5150.0  -10.3918  -10.4076
 5200.0  -10.3432  -10.4076
 5250.0  -10.2317  -10.4076
 5300.0  -10.6156  -10.4076
 5350.0  -10.4927  -10.4076
 5400.0  -10.5909  -10.4076
 5450.0  -9.7791  -10.4076
 5500.0  -10.5756  -10.4076
 5550.0  -10.2639  -10.4076
 5600.0  -10.1610  -10.4076
 5650.0  -10.2614  -10.4076
 5700.0  -10.7563  -10.4076
 5750.0  -10.3060  -10.4076
 5800.0  -10.1093  -10.4076
 5850.0  -10.2815  -10.4076
 5900.0  -9.9990  -10.4076
 5950.0  -10.1488  -10.4076
 6000.0  -10.0049  -10.4076
 6050.0  -9.9521  -10.4076
 6100.0  -10.2766  -10.4076
 6150.0  -10.2939  -10.4076
 6200.0  -9.9665  -10.4076
 6250.0  -9.9956  -10.4076
 6300.0  -9.9327  -10.4076
 6350.0  -10.0545  -10.4076
 6400.0  -10.1278  -10.4076
 6450.0  -9.7101  -10.4076
 6500.0  -9.5917  -10.4076
 6550.0  -9.8246  -10.4076
 6600.0  -10.0254  -10.4076
 6650.0  -10.3434  -10.4076
 6700.0  -10.1117  -10.4076
 6750.0  -9.9410  -10.4076
 6800.0  -9.9620  -10.4076
 6850.0  -10.2116  -10.4076
 6900.0  -9.8810  -10.4076
 6950.0  -10.2514  -10.4076
 7000.0  -10.2026  -10.4076
 7050.0  -10.4620  -10.4076
 7100.0  -10.1504  -10.4076
 7150.0  -10.1712  -10.4076
 7200.0  -10.3962  -10.4076
 7250.0  -10.1522  -10.4076
 7300.0  -10.1780  -10.4076
 7350.0  -10.2190  -10.4076
 7400.0  -10.1579  -10.4076
 7450.0  -10.0034  -10.4076
 7500.0  -10.0788  -10.4076
 7550.0  -9.9544  -10.4076
 7600.0  -10.0062  -10.4076
 7650.0  -10.2050  -10.4076
 7700.0  -10.2467  -10.4076
 7750.0  -10.3997  -10.4076
 7800.0  -10.1029  -10.4076
 7850.0  -10.1423  -10.4076
 7900.0  -10.1188  -10.4076
 7950.0  -10.2135  -10.4076
 8000.0  -9.5865  -10.4076
 8050.0  -10.1761  -10.4076
 8100.0  -10.2537  -10.4076
 8150.0  -10.1479  -10.4076
 8200.0  -9.9107  -10.4076
 8250.0  -9.9994  -10.4076
 8300.0  -10.1139  -10.4076
 8350.0  -10.1652  -10.4076
 8400.0  -9.7563  -10.4076
